,cevae_ite
2997,-0.022360865
2998,-0.03340432
2999,-0.011150257
3000,-0.010475693
3001,-0.015247112
3002,-0.025249984
3003,-0.010924567
3004,-0.012812898
3005,-0.010825991
3006,-0.013095991
3007,-0.020319652
3008,-0.014221502
3009,-0.02141447
3010,-0.012044402
3011,-0.018210085
3012,-0.01338008
3013,-0.017280338
3014,-0.013318575
3015,-0.013338478
3016,-0.008507825
3017,-0.011100075
3018,-0.016148677
3019,-0.016127123
3020,-0.027742509
3021,-0.018790346
3022,-0.027863236
3023,-0.023817413
3024,-0.013511259
3025,-0.009711986
3026,-0.01417906
3027,-0.017232973
3028,-0.016377043
3029,-0.015486089
3030,-0.018868504
3031,-0.017980881
3032,-0.020363946
3033,-0.025319973
3034,-0.01585865
3035,-0.01381751
3036,-0.017901234
3037,-0.01787186
3038,-0.024504218
3039,-0.013864103
3040,-0.013238725
3041,-0.01383046
3042,-0.032283936
3043,-0.021577761
3044,-0.0099272
3045,-0.011881181
3046,-0.014109034
3047,-0.021172972
3048,-0.015322657
3049,-0.016388979
3050,-0.017290978
3051,-0.022698706
3052,-0.024116287
3053,-0.014238693
3054,-0.010613153
3055,-0.014197034
3056,-0.010372926
3057,-0.014664276
3058,-0.015440068
3059,-0.015471432
3060,-0.00999809
3061,-0.012412478
3062,-0.011118867
3063,-0.019188732
3064,-0.01822062
3065,-0.01671988
3066,-0.032473296
3067,-0.019561457
3068,-0.011604778
3069,-0.021460216
3070,-0.02259038
3071,-0.020569954
3072,-0.012616611
3073,-0.024206031
3074,-0.024146531
3075,-0.01847269
3076,-0.013237622
3077,-0.018546376
3078,-0.014061227
3079,-0.019165272
3080,-0.017312694
3081,-0.015241657
3082,-0.010662555
3083,-0.014872501
3084,-0.013262373
3085,-0.01736418
3086,-0.015308577
3087,-0.015529097
3088,-0.031978574
3089,-0.021305982
3090,-0.017998641
3091,-0.016645724
3092,-0.020044858
3093,-0.009322955
3094,-0.030028751
3095,-0.02012117
3096,-0.014748432
3097,-0.011094621
3098,-0.018565876
3099,-0.013087317
3100,-0.017143393
3101,-0.024652557
3102,-0.017603073
3103,-0.016750863
3104,-0.016760403
3105,-0.012072651
3106,-0.015419019
3107,-0.017982399
3108,-0.011048506
3109,-0.020819759
3110,-0.018447703
3111,-0.022949668
3112,-0.015030762
3113,-0.009310851
3114,-0.016544139
3115,-0.020007031
3116,-0.011820697
3117,-0.018623641
3118,-0.017177455
3119,-0.014511567
3120,-0.01726491
3121,-0.017305177
3122,-0.019806365
3123,-0.015376657
3124,-0.01251938
3125,-0.018049873
3126,-0.016862782
3127,-0.022842113
3128,-0.023462346
3129,-0.009468841
3130,-0.012973317
3131,-0.012434828
3132,-0.022363534
3133,-0.027375294
3134,-0.01820579
3135,-0.012261112
3136,-0.021795947
3137,-0.016507136
3138,-0.009218804
3139,-0.023088437
3140,-0.015678126
3141,-0.022212185
3142,-0.008871419
3143,-0.022109261
3144,-0.019433483
3145,-0.023212196
3146,-0.01740166
3147,-0.010231591
3148,-0.02554868
3149,-0.019839657
3150,-0.017530635
3151,-0.009975154
3152,-0.010072256
3153,-0.016627146
3154,-0.024280401
3155,-0.012080085
3156,-0.011057112
3157,-0.011672162
3158,-0.010910416
3159,-0.01299618
3160,-0.014784143
3161,-0.015209171
3162,-0.020921361
3163,-0.013382209
3164,-0.02696389
3165,-0.026361456
3166,-0.018791329
3167,-0.018262245
3168,-0.012142657
3169,-0.011198179
3170,-0.022104912
3171,-0.013920334
3172,-0.022707496
3173,-0.01943229
3174,-0.01159599
3175,-0.01950209
3176,-0.012472031
3177,-0.021304443
3178,-0.015047812
3179,-0.016756227
3180,-0.015871314
3181,-0.02721387
3182,-0.010945243
3183,-0.02042299
3184,-0.013519569
3185,-0.020861816
3186,-0.008141723
3187,-0.020025952
3188,-0.027418865
3189,-0.020289056
3190,-0.017034465
3191,-0.016515858
3192,-0.020639546
3193,-0.021541972
3194,-0.019994419
3195,-0.021474272
3196,-0.016236026
3197,-0.018997513
3198,-0.023985278
3199,-0.009752768
3200,-0.011932213
3201,-0.020606773
3202,-0.017563384
3203,-0.014799653
3204,-0.012499458
3205,-0.017856821
3206,-0.012115755
3207,-0.019551266
3208,-0.012636685
3209,-0.027102921
3210,-0.012393786
3211,-0.024816411
3212,-0.01511664
3213,-0.010194288
3214,-0.022777252
3215,-0.013498825
3216,-0.012078813
3217,-0.012596138
3218,-0.013002417
3219,-0.023004979
3220,-0.014822504
3221,-0.015828148
3222,-0.015505215
3223,-0.021962212
3224,-0.016447408
3225,-0.018678304
3226,-0.021353409
3227,-0.009919775
3228,-0.015473926
3229,-0.02223286
3230,-0.008302487
3231,-0.0145115
3232,-0.020195143
3233,-0.025351856
3234,-0.012695948
3235,-0.018003678
3236,-0.013465766
3237,-0.01240107
3238,-0.011773437
3239,-0.017470021
3240,-0.013402069
3241,-0.018918417
3242,-0.009689305
3243,-0.018595187
3244,-0.020302571
3245,-0.014676842
3246,-0.02312804
3247,-0.013940879
3248,-0.015647555
3249,-0.017367901
3250,-0.012693596
3251,-0.025218816
3252,-0.012060782
3253,-0.018797349
3254,-0.009077908
3255,-0.009081775
3256,-0.015685938
3257,-0.022689957
3258,-0.013959162
3259,-0.009240858
3260,-0.014727131
3261,-0.010771099
3262,-0.011241014
3263,-0.022767866
3264,-0.010886977
3265,-0.027186219
3266,-0.007866089
3267,-0.012899871
3268,-0.036201023
3269,-0.022376653
3270,-0.018049536
3271,-0.025343724
3272,-0.015244685
3273,-0.026424801
3274,-0.019710271
3275,-0.015703384
3276,-0.020819051
3277,-0.014784637
3278,-0.016160689
3279,-0.014677582
3280,-0.0252773
3281,-0.014193517
3282,-0.014496403
3283,-0.014615156
3284,-0.013043314
3285,-0.011452035
3286,-0.009592673
3287,-0.015792672
3288,-0.017995492
3289,-0.02298525
3290,-0.022440987
3291,-0.00992873
3292,-0.022717029
3293,-0.013521827
3294,-0.020064211
3295,-0.015763387
3296,-0.014765771
3297,-0.028195027
3298,-0.019211845
3299,-0.019656815
3300,-0.013911083
3301,-0.014335466
3302,-0.012554704
3303,-0.017195243
3304,-0.014609762
3305,-0.01854964
3306,-0.027722746
3307,-0.022836015
3308,-0.021199765
3309,-0.010978611
3310,-0.017435521
3311,-0.023338277
3312,-0.017550718
3313,-0.017485557
3314,-0.0160648
3315,-0.011761687
3316,-0.019486485
3317,-0.014851667
3318,-0.015766392
3319,-0.018161235
3320,-0.014515798
3321,-0.011719042
3322,-0.012050484
3323,-0.010685602
3324,-0.014962386
3325,-0.010813107
3326,-0.026116218
3327,-0.01168335
3328,-0.01160025
3329,-0.021090053
3330,-0.021740112
3331,-0.011473376
3332,-0.012204103
3333,-0.014945496
3334,-0.008427713
3335,-0.017903214
3336,-0.01973206
3337,-0.019677922
3338,-0.009146387
3339,-0.012624047
3340,-0.016285485
3341,-0.020593811
3342,-0.010269584
3343,-0.016474323
3344,-0.017989861
3345,-0.021496605
3346,-0.015900243
3347,-0.021516476
3348,-0.016556233
3349,-0.018498693
3350,-0.019429391
3351,-0.027355252
3352,-0.015780542
3353,-0.01530903
3354,-0.014452949
3355,-0.013175556
3356,-0.010162121
3357,-0.011582921
3358,-0.017139733
3359,-0.017060267
3360,-0.013441307
3361,-0.011600832
3362,-0.010048919
3363,-0.015942127
3364,-0.016285043
3365,-0.019311478
3366,-0.011538076
3367,-0.017088119
3368,-0.02032893
3369,-0.026335113
3370,-0.021891845
3371,-0.012694448
3372,-0.019984256
3373,-0.013711079
3374,-0.016977968
3375,-0.014312052
3376,-0.013146349
3377,-0.01382083
3378,-0.021178612
3379,-0.015387484
3380,-0.00949906
3381,-0.016738305
3382,-0.018968971
3383,-0.016031632
3384,-0.02465412
3385,-0.019369788
3386,-0.016047759
3387,-0.023524394
3388,-0.013926245
3389,-0.010225325
3390,-0.031726722
3391,-0.016808085
3392,-0.012704268
3393,-0.008995958
3394,-0.024228353
3395,-0.01551935
3396,-0.023624515
3397,-0.031772759
3398,-0.020214073
3399,-0.02013162
3400,-0.016871231
3401,-0.020134222
3402,-0.020701583
3403,-0.018962506
3404,-0.024100555
3405,-0.012278527
3406,-0.01563794
3407,-0.015959078
3408,-0.013110013
3409,-0.012210789
3410,-0.009805841
3411,-0.012415313
3412,-0.015879218
3413,-0.020320844
3414,-0.019138331
3415,-0.021461584
3416,-0.022984199
3417,-0.018204655
3418,-0.016632775
3419,-0.014808173
3420,-0.014302239
3421,-0.010855723
3422,-0.007882022
3423,-0.018602563
3424,-0.018505191
3425,-0.029706161
3426,-0.016296173
3427,-0.01274741
3428,-0.010598539
3429,-0.010383985
3430,-0.017961714
3431,-0.024136968
3432,-0.020467319
3433,-0.015124406
3434,-0.013588852
3435,-0.024087913
3436,-0.021894703
3437,-0.024095768
3438,-0.021123774
3439,-0.014248236
3440,-0.010300261
3441,-0.024491474
3442,-0.013474812
3443,-0.015084934
3444,-0.025126548
3445,-0.026239326
3446,-0.015781291
3447,-0.014212515
3448,-0.021182723
3449,-0.030662511
3450,-0.022175968
3451,-0.020341031
3452,-0.017534759
3453,-0.023029316
3454,-0.018103994
3455,-0.014518341
3456,-0.017564815
3457,-0.021934809
3458,-0.018211477
3459,-0.028082103
3460,-0.013741364
3461,-0.017600354
3462,-0.01435907
3463,-0.012890805
3464,-0.016892413
3465,-0.013001526
3466,-0.014074157
3467,-0.019968446
3468,-0.015244035
3469,-0.00921355
3470,-0.016382748
3471,-0.017114552
3472,-0.013300349
3473,-0.015219273
3474,-0.011122416
3475,-0.015922913
3476,-0.019973986
3477,-0.021402696
3478,-0.021646008
3479,-0.027545579
3480,-0.023090631
3481,-0.01673165
3482,-0.013540245
3483,-0.018387021
3484,-0.028049381
3485,-0.020143848
3486,-0.01125714
3487,-0.017822236
3488,-0.017681595
3489,-0.020456925
3490,-0.021862075
3491,-0.020538218
3492,-0.016765855
3493,-0.01636927
3494,-0.012508203
3495,-0.012647594
3496,-0.013428028
3497,-0.022917835
3498,-0.013230225
3499,-0.014812384
3500,-0.019103352
3501,-0.01055192
3502,-0.012223525
3503,-0.02323129
3504,-0.019800154
3505,-0.025776673
3506,-0.026598386
3507,-0.026440617
3508,-0.024384983
3509,-0.017849069
3510,-0.018719036
3511,-0.018473789
3512,-0.018910628
3513,-0.018019158
3514,-0.014727097
3515,-0.017761711
3516,-0.027080895
3517,-0.018716894
3518,-0.00960159
3519,-0.024562256
3520,-0.012489226
3521,-0.031983051
3522,-0.011632271
3523,-0.009622563
3524,-0.024765512
3525,-0.020532088
3526,-0.020703021
3527,-0.010905276
3528,-0.015537615
3529,-0.020696735
3530,-0.021157682
3531,-0.013968879
3532,-0.012085992
3533,-0.020234834
3534,-0.027111407
3535,-0.021989148
3536,-0.016167821
3537,-0.018269876
3538,-0.016855454
3539,-0.011041687
3540,-0.019732444
3541,-0.009286446
3542,-0.018574251
3543,-0.014637001
3544,-0.017697757
3545,-0.017260971
3546,-0.023440672
3547,-0.014378378
3548,-0.014508583
3549,-0.018993679
3550,-0.016415466
3551,-0.014251376
3552,-0.023525717
3553,-0.020343062
3554,-0.015900852
3555,-0.015083378
3556,-0.011815919
3557,-0.026247738
3558,-0.019380033
3559,-0.012894563
3560,-0.010652744
3561,-0.016042579
3562,-0.010520312
3563,-0.023506051
3564,-0.024551265
3565,-0.018295253
3566,-0.013875323
3567,-0.017689539
3568,-0.017114762
3569,-0.01535301
3570,-0.015941031
3571,-0.023586491
3572,-0.014412159
3573,-0.01603776
3574,-0.025140032
3575,-0.020654103
3576,-0.025962934
3577,-0.011600686
3578,-0.018318459
3579,-0.010322241
3580,-0.013866641
3581,-0.024870204
3582,-0.01679774
3583,-0.012099263
3584,-0.016759902
3585,-0.027384944
3586,-0.021856198
3587,-0.01387283
3588,-0.00873067
3589,-0.010559019
3590,-0.024134029
3591,-0.01764142
3592,-0.014519566
3593,-0.018711891
3594,-0.015974741
3595,-0.012176605
3596,-0.016461255
3597,-0.018777268
3598,-0.019697532
3599,-0.015518746
3600,-0.019286186
3601,-0.013906665
3602,-0.017487656
3603,-0.020934671
3604,-0.015544764
3605,-0.020848963
3606,-0.027618097
3607,-0.01456694
3608,-0.013324543
3609,-0.011449881
3610,-0.014615805
3611,-0.023835219
3612,-0.015297448
3613,-0.020320356
3614,-0.030550228
3615,-0.0088843
3616,-0.015473947
3617,-0.023370126
3618,-0.022212608
3619,-0.02261319
3620,-0.016544724
3621,-0.024778342
3622,-0.0157676
3623,-0.019399416
3624,-0.026749354
3625,-0.011082268
3626,-0.01121241
3627,-0.013409516
3628,-0.008713826
3629,-0.018001447
3630,-0.01785893
3631,-0.023420826
3632,-0.022942377
3633,-0.014722957
3634,-0.024155412
3635,-0.013393546
3636,-0.018506691
3637,-0.021725386
3638,-0.015973106
3639,-0.0195498
3640,-0.016783359
3641,-0.013661833
3642,-0.018545123
3643,-0.016560743
3644,-0.02033641
3645,-0.009609034
3646,-0.022834223
3647,-0.017604684
3648,-0.019409314
3649,-0.008330188
3650,-0.009824269
3651,-0.02183307
3652,-0.011974899
3653,-0.013875963
3654,-0.020841092
3655,-0.023170365
3656,-0.015607364
3657,-0.015357242
3658,-0.012989813
3659,-0.018636573
3660,-0.018763272
3661,-0.021023788
3662,-0.016414676
3663,-0.015632151
3664,-0.01605016
3665,-0.011614028
3666,-0.012261799
3667,-0.01066866
3668,-0.028071659
3669,-0.009694571
3670,-0.017450847
3671,-0.011504954
3672,-0.018264692
3673,-0.019609459
3674,-0.020617224
3675,-0.01266925
3676,-0.014448404
3677,-0.016679393
3678,-0.011145044
3679,-0.021158077
3680,-0.015226036
3681,-0.02260277
3682,-0.010329927
3683,-0.020329917
3684,-0.016139144
3685,-0.02067221
3686,-0.01324771
3687,-0.010679361
3688,-0.016525172
3689,-0.010742983
3690,-0.0193209
3691,-0.018802598
3692,-0.015346568
3693,-0.020628616
3694,-0.016926425
3695,-0.015822511
3696,-0.024187976
3697,-0.012075868
3698,-0.013606494
3699,-0.014845037
3700,-0.024553647
3701,-0.015326914
3702,-0.013601963
3703,-0.015385295
3704,-0.009844794
3705,-0.015053672
3706,-0.017689679
3707,-0.018908426
3708,-0.023158887
3709,-0.024579538
3710,-0.026937248
3711,-0.012050333
3712,-0.015553107
3713,-0.018259842
3714,-0.014485773
3715,-0.018574459
3716,-0.03536962
3717,-0.022073852
3718,-0.011780101
3719,-0.025419246
3720,-0.015911227
3721,-0.016650284
3722,-0.017111937
3723,-0.009090339
3724,-0.020620499
3725,-0.014879333
3726,-0.008803103
3727,-0.021689318
3728,-0.00982426
3729,-0.011469589
3730,-0.024111733
3731,-0.012787823
3732,-0.021082258
3733,-0.013504313
3734,-0.017950768
3735,-0.017614281
3736,-0.024920417
3737,-0.018843792
3738,-0.029782865
3739,-0.012230186
3740,-0.01139534
3741,-0.015552416
3742,-0.011342342
3743,-0.014008894
3744,-0.020118251
3745,-0.025059387
3746,-0.020579925
3747,-0.009596116
3748,-0.014280257
3749,-0.013196954
3750,-0.014310738
3751,-0.020525591
3752,-0.014934143
3753,-0.014498682
3754,-0.022033857
3755,-0.015506978
3756,-0.015299728
3757,-0.014131819
3758,-0.020117713
3759,-0.016955964
3760,-0.008944641
3761,-0.015507214
3762,-0.016403869
3763,-0.01624492
3764,-0.013163383
3765,-0.008840487
3766,-0.01636507
3767,-0.028918965
3768,-0.019233156
3769,-0.012459184
3770,-0.013769661
3771,-0.020239228
3772,-0.021024432
3773,-0.021836117
3774,-0.014132518
3775,-0.014298933
3776,-0.034255747
3777,-0.01676216
3778,-0.021603299
3779,-0.015282001
3780,-0.034230199
3781,-0.016749198
3782,-0.014383734
3783,-0.012837573
3784,-0.023687886
3785,-0.015897242
3786,-0.019957207
3787,-0.017366119
3788,-0.025070842
3789,-0.024418294
3790,-0.01182155
3791,-0.024174348
3792,-0.017825287
3793,-0.029370354
3794,-0.013809063
3795,-0.014554866
3796,-0.012742175
3797,-0.011564516
3798,-0.008365999
3799,-0.011671429
3800,-0.01691697
3801,-0.018850205
3802,-0.017940231
3803,-0.017383868
3804,-0.015301384
3805,-0.014759416
3806,-0.021727417
3807,-0.014353873
3808,-0.009361921
3809,-0.021494564
3810,-0.014181385
3811,-0.012378862
3812,-0.02076051
3813,-0.016312988
3814,-0.015683413
3815,-0.020939911
3816,-0.007275749
3817,-0.014393615
3818,-0.021128802
3819,-0.00859388
3820,-0.011023485
3821,-0.022252368
3822,-0.020052196
3823,-0.021121401
3824,-0.011125836
3825,-0.01833586
3826,-0.018532118
3827,-0.012584821
3828,-0.014188749
3829,-0.024698634
3830,-0.015685592
3831,-0.019206276
3832,-0.013214732
3833,-0.021176331
3834,-0.017514411
3835,-0.012956106
3836,-0.018583335
3837,-0.013917954
3838,-0.016844565
3839,-0.01673869
3840,-0.018922379
3841,-0.019383945
3842,-0.014203217
3843,-0.025797106
3844,-0.011631874
3845,-0.012767084
3846,-0.018971505
3847,-0.020916341
3848,-0.025011715
3849,-0.011358331
3850,-0.019170094
3851,-0.010045697
3852,-0.02087456
3853,-0.01662226
3854,-0.018435704
3855,-0.01343119
3856,-0.020921795
3857,-0.012847622
3858,-0.011937192
3859,-0.013365274
3860,-0.024115661
3861,-0.016429439
3862,-0.017478615
3863,-0.016248049
3864,-0.024249025
3865,-0.018477231
3866,-0.014960039
3867,-0.020239383
3868,-0.027576445
3869,-0.021854175
3870,-0.020314358
3871,-0.009166274
3872,-0.02077264
3873,-0.017712731
3874,-0.012817949
3875,-0.026623603
3876,-0.019597616
3877,-0.018958991
3878,-0.015697023
3879,-0.011381905
3880,-0.022623911
3881,-0.012323801
3882,-0.011996577
3883,-0.013952255
3884,-0.015292121
3885,-0.015821882
3886,-0.015341879
3887,-0.014544139
3888,-0.017996056
3889,-0.009373455
3890,-0.014890099
3891,-0.012503654
3892,-0.022671433
3893,-0.00894527
3894,-0.01650502
3895,-0.021403212
3896,-0.018072214
3897,-0.016916499
3898,-0.015949469
3899,-0.020544827
3900,-0.01586685
3901,-0.01350767
3902,-0.027212534
3903,-0.020108745
3904,-0.008298885
3905,-0.019789392
3906,-0.021800088
3907,-0.013553428
3908,-0.022711033
3909,-0.020859955
3910,-0.011306934
3911,-0.018818524
3912,-0.021084476
3913,-0.012776517
3914,-0.022015151
3915,-0.014923347
3916,-0.020982845
3917,-0.019065067
3918,-0.020101802
3919,-0.016548548
3920,-0.018765217
3921,-0.018097812
3922,-0.014342073
3923,-0.01205987
3924,-0.011126385
3925,-0.012784676
3926,-0.01705632
3927,-0.015103414
3928,-0.00899796
3929,-0.014359495
3930,-0.015204541
3931,-0.013529199
3932,-0.018387929
3933,-0.01948479
3934,-0.007909744
3935,-0.020735582
3936,-0.023899259
3937,-0.021785079
3938,-0.019111985
3939,-0.022254489
3940,-0.014185511
3941,-0.023888145
3942,-0.011847154
3943,-0.019293725
3944,-0.013690521
3945,-0.010726928
3946,-0.019560233
3947,-0.009270692
3948,-0.009965139
3949,-0.01810731
3950,-0.024087248
3951,-0.017914323
3952,-0.01420555
3953,-0.015805148
3954,-0.02120327
3955,-0.010784276
3956,-0.00920776
3957,-0.017281014
3958,-0.019656872
3959,-0.014978972
3960,-0.009644389
3961,-0.02021368
3962,-0.020578202
3963,-0.018243548
3964,-0.01481848
3965,-0.021608207
3966,-0.020617088
3967,-0.021309646
3968,-0.009284318
3969,-0.030313829
3970,-0.015940143
3971,-0.014973632
3972,-0.018207652
3973,-0.016206447
3974,-0.009733418
3975,-0.019759042
3976,-0.013338403
3977,-0.02401964
3978,-0.011556381
3979,-0.014976502
3980,-0.010561992
3981,-0.016278369
3982,-0.018480239
3983,-0.023341589
3984,-0.01100805
3985,-0.033345252
3986,-0.013695724
3987,-0.019308858
3988,-0.021356327
3989,-0.02083599
3990,-0.017154764
3991,-0.019482899
3992,-0.013870919
3993,-0.01897669
3994,-0.008047949
3995,-0.020295925
3996,-0.015871847
3997,-0.014460891
3998,-0.020695444
3999,-0.019426841
4000,-0.015837422
4001,-0.016038973
4002,-0.017681319
4003,-0.022195131
4004,-0.00946908
4005,-0.022288887
4006,-0.018217508
4007,-0.033866365
4008,-0.01119125
4009,-0.027033467
4010,-0.020094607
4011,-0.029721627
4012,-0.015536861
4013,-0.014422505
4014,-0.027540375
4015,-0.025320219
4016,-0.02022234
4017,-0.026810901
4018,-0.020887522
4019,-0.020670319
4020,-0.015842337
4021,-0.011195854
4022,-0.019037861
4023,-0.026130898
4024,-0.01026442
4025,-0.024686271
4026,-0.023324676
4027,-0.015139967
4028,-0.021155709
4029,-0.011350929
4030,-0.012273823
4031,-0.011464249
4032,-0.01939949
4033,-0.019866239
4034,-0.011832891
4035,-0.014580893
4036,-0.022916226
4037,-0.025434826
4038,-0.023864575
4039,-0.014419934
4040,-0.016022755
4041,-0.024771091
4042,-0.01587948
4043,-0.010312355
4044,-0.024072753
4045,-0.016204637
4046,-0.019131811
4047,-0.013430532
4048,-0.022615943
4049,-0.013380708
4050,-0.008995502
4051,-0.017482817
4052,-0.009637661
4053,-0.013726599
4054,-0.021096762
4055,-0.026158884
4056,-0.017466078
4057,-0.027380478
4058,-0.022471596
4059,-0.008659697
4060,-0.009060767
4061,-0.023827482
4062,-0.01422822
4063,-0.010925444
4064,-0.020331286
4065,-0.01577514
4066,-0.020211892
4067,-0.01454464
4068,-0.018974928
4069,-0.017456817
4070,-0.010794088
4071,-0.01889425
4072,-0.012565584
4073,-0.012731762
4074,-0.020045463
4075,-0.009868432
4076,-0.022870664
4077,-0.019148359
4078,-0.012884879
4079,-0.011423609
4080,-0.017059069
4081,-0.008413767
4082,-0.011247604
4083,-0.027883407
4084,-0.013511925
4085,-0.018247711
4086,-0.020955494
4087,-0.020638416
4088,-0.01805409
4089,-0.016607117
4090,-0.016251385
4091,-0.025698677
4092,-0.016272148
4093,-0.010352175
4094,-0.017013131
4095,-0.016475413
4096,-0.018696228
4097,-0.016776092
4098,-0.018573761
4099,-0.017621979
4100,-0.014016288
4101,-0.014024933
4102,-0.022988623
4103,-0.022534765
4104,-0.011077639
4105,-0.010137363
4106,-0.015402474
4107,-0.009131136
4108,-0.011759973
4109,-0.023193376
4110,-0.011920213
4111,-0.021053756
4112,-0.01892158
4113,-0.013642423
4114,-0.01306273
4115,-0.017195854
4116,-0.012662422
4117,-0.013972619
4118,-0.021578409
4119,-0.018680999
4120,-0.020148549
4121,-0.011576111
4122,-0.015017298
4123,-0.014546766
4124,-0.016635273
4125,-0.010938349
4126,-0.01486695
4127,-0.018450478
4128,-0.024212979
4129,-0.022977637
4130,-0.011368364
4131,-0.011350621
4132,-0.009068731
4133,-0.013603924
4134,-0.01801881
4135,-0.015011094
4136,-0.01144425
4137,-0.019377116
4138,-0.01725851
4139,-0.01729825
4140,-0.024559114
4141,-0.03031208
4142,-0.015713491
4143,-0.011764394
4144,-0.01270133
4145,-0.013591793
4146,-0.014828655
4147,-0.018069131
4148,-0.018217999
4149,-0.019182863
4150,-0.020623233
4151,-0.019708103
4152,-0.027803004
4153,-0.016269367
4154,-0.009621575
4155,-0.014842001
4156,-0.016182654
4157,-0.028341308
4158,-0.011081287
4159,-0.01722559
4160,-0.026304521
4161,-0.012169371
4162,-0.009113261
4163,-0.014471547
4164,-0.015576628
4165,-0.015707269
4166,-0.016298149
4167,-0.012766798
4168,-0.011788556
4169,-0.018219365
4170,-0.017684253
4171,-0.012453564
4172,-0.019023331
4173,-0.012946288
4174,-0.014765612
4175,-0.028828671
4176,-0.012832924
4177,-0.026731465
4178,-0.01181921
4179,-0.018549141
4180,-0.011107807
4181,-0.010790912
4182,-0.011693203
4183,-0.011210775
4184,-0.014605227
4185,-0.021288119
4186,-0.024190113
4187,-0.014880886
4188,-0.018651919
4189,-0.019202884
4190,-0.027464231
4191,-0.013200592
4192,-0.014321515
4193,-0.017924979
4194,-0.009964454
4195,-0.010241163
4196,-0.010468177
4197,-0.016621942
4198,-0.012066487
4199,-0.013663734
4200,-0.013775026
4201,-0.016240498
4202,-0.018898169
4203,-0.017493056
4204,-0.013311508
4205,-0.015014004
4206,-0.015745604
4207,-0.020068573
4208,-0.018503437
4209,-0.014776374
4210,-0.015123839
4211,-0.018842651
4212,-0.015100366
4213,-0.018341281
4214,-0.017173946
4215,-0.01195902
4216,-0.016761042
4217,-0.012482079
4218,-0.01933798
4219,-0.013105516
4220,-0.015718888
4221,-0.014181887
4222,-0.010348732
4223,-0.01389432
4224,-0.013739386
4225,-0.017047049
4226,-0.010873642
4227,-0.015290068
4228,-0.026818516
4229,-0.021351906
4230,-0.014966284
4231,-0.014626465
4232,-0.014932527
4233,-0.019091601
4234,-0.018469639
4235,-0.010091465
4236,-0.018151108
4237,-0.023311244
4238,-0.01788556
4239,-0.020206554
4240,-0.02104776
4241,-0.008867786
4242,-0.015058066
4243,-0.018959478
4244,-0.016152987
4245,-0.021410702
4246,-0.034310468
4247,-0.018454317
4248,-0.018839911
4249,-0.011483433
4250,-0.010599613
4251,-0.012268778
4252,-0.01408998
4253,-0.008768076
4254,-0.011971239
4255,-0.014815959
4256,-0.018374365
4257,-0.011612221
4258,-0.013308672
4259,-0.011173784
4260,-0.011410801
4261,-0.019652545
4262,-0.015574655
4263,-0.020688515
4264,-0.0213583
4265,-0.018830812
4266,-0.009181225
4267,-0.030428963
4268,-0.024589108
4269,-0.019665303
4270,-0.011870132
4271,-0.021938767
4272,-0.017286777
4273,-0.020990951
4274,-0.011158689
4275,-0.024732271
4276,-0.016800344
4277,-0.025567418
4278,-0.014477552
4279,-0.025206897
4280,-0.02695068
4281,-0.025484893
4282,-0.014648641
4283,-0.010060925
4284,-0.013379402
4285,-0.014971045
4286,-0.020247422
4287,-0.014074815
4288,-0.018244749
4289,-0.018413408
4290,-0.02213723
4291,-0.018835442
4292,-0.010141584
4293,-0.016712543
4294,-0.017665632
4295,-0.016009426
4296,-0.018884933
4297,-0.016516218
4298,-0.022954194
4299,-0.008621225
4300,-0.020169204
4301,-0.019264322
4302,-0.020694051
4303,-0.023211025
4304,-0.011072243
4305,-0.016271947
4306,-0.019482538
4307,-0.010197338
4308,-0.013485624
4309,-0.022333082
4310,-0.021716364
4311,-0.018322896
4312,-0.016090114
4313,-0.021031501
4314,-0.016393736
4315,-0.009241831
4316,-0.020484565
4317,-0.027933698
4318,-0.014528677
4319,-0.018072508
4320,-0.011707446
4321,-0.011944328
4322,-0.01894328
4323,-0.013307347
4324,-0.011891614
4325,-0.008568931
4326,-0.011446681
4327,-0.01591368
4328,-0.01344493
4329,-0.019870773
4330,-0.018079273
4331,-0.017315837
4332,-0.015469453
4333,-0.010431663
4334,-0.020462479
4335,-0.020944415
4336,-0.009717992
4337,-0.020349532
4338,-0.011316941
4339,-0.018034732
4340,-0.017114554
4341,-0.023690498
4342,-0.012745536
4343,-0.013106936
4344,-0.021146633
4345,-0.01938975
4346,-0.019572048
4347,-0.026334243
4348,-0.012755382
4349,-0.01740377
4350,-0.02054826
4351,-0.015649704
4352,-0.017145243
4353,-0.008486494
4354,-0.013927253
4355,-0.015180495
4356,-0.009967636
4357,-0.012687963
4358,-0.013917616
4359,-0.01489251
4360,-0.016970802
4361,-0.032552615
4362,-0.029907912
4363,-0.017455887
4364,-0.011929252
4365,-0.014855987
4366,-0.014573663
4367,-0.016411319
4368,-0.019534351
4369,-0.019658701
4370,-0.012267023
4371,-0.018622559
4372,-0.03039268
4373,-0.020173199
4374,-0.019356869
4375,-0.009697602
4376,-0.028375704
4377,-0.019553984
4378,-0.016851448
4379,-0.024440669
4380,-0.013977336
4381,-0.012537338
4382,-0.011977554
4383,-0.02066673
4384,-0.01946464
4385,-0.018115906
4386,-0.013962877
4387,-0.014615782
4388,-0.019869978
4389,-0.016383339
4390,-0.018177928
4391,-0.012178714
4392,-0.015908644
4393,-0.00884838
4394,-0.02147137
4395,-0.017069524
