Training with 512 minibatches per epoch,,,,
step,0,loss,19.6543,
step,100,loss,20.3569,
step,200,loss,19.9552,
step,300,loss,19.41,
step,400,loss,20.765,
step,500,loss,19.7052,
step,600,loss,19.6605,
step,700,loss,20.3053,
step,800,loss,19.6932,
step,900,loss,19.9132,
step,1000,loss,20.0971,
step,1100,loss,20.1863,
step,1200,loss,19.7912,
step,1300,loss,20.4806,
step,1400,loss,20.057,
step,1500,loss,19.9562,
step,1600,loss,20.1747,
step,1700,loss,20.3053,
step,1800,loss,19.7984,
step,1900,loss,20.3699,
step,2000,loss,20.0164,
step,2100,loss,19.9835,
step,2200,loss,20.8563,
step,2300,loss,20.5725,
step,2400,loss,19.7708,
step,2500,loss,19.8445,
step,2600,loss,19.8485,
step,2700,loss,19.7889,
step,2800,loss,20.1315,
step,2900,loss,20.0629,
step,3000,loss,20.0488,
step,3100,loss,20.5513,
step,3200,loss,19.6365,
step,3300,loss,19.4499,
step,3400,loss,20.1421,
step,3500,loss,20.0209,
step,3600,loss,20.0161,
step,3700,loss,19.6836,
step,3800,loss,19.374,
step,3900,loss,20.4355,
step,4000,loss,19.4818,
step,4100,loss,19.9459,
step,4200,loss,19.8793,
step,4300,loss,19.9328,
step,4400,loss,20.0972,
step,4500,loss,21.0301,
step,4600,loss,20.4372,
step,4700,loss,20.4493,
step,4800,loss,20.0113,
step,4900,loss,19.8349,
step,5000,loss,20.0346,
step,5100,loss,19.8643,
step,5200,loss,20.5198,
step,5300,loss,19.725,
step,5400,loss,19.4924,
step,5500,loss,20.1778,
step,5600,loss,19.7557,
step,5700,loss,19.5766,
step,5800,loss,19.9737,
step,5900,loss,19.9719,
step,6000,loss,20.4831,
step,6100,loss,20.0661,
step,6200,loss,19.9538,
step,6300,loss,20.0113,
step,6400,loss,20.0055,
step,6500,loss,20.369,
step,6600,loss,20.4822,
step,6700,loss,19.5839,
step,6800,loss,20.2045,
step,6900,loss,19.4772,
step,7000,loss,19.8381,
step,7100,loss,20.0917,
step,7200,loss,20.6735,
step,7300,loss,19.9021,
step,7400,loss,19.8521,
step,7500,loss,20.0253,
step,7600,loss,20.2357,
step,7700,loss,21.1631,
step,7800,loss,19.6393,
step,7900,loss,19.7149,
step,8000,loss,20.1367,
step,8100,loss,19.3543,
step,8200,loss,20.0356,
step,8300,loss,20.2845,
step,8400,loss,20.025,
step,8500,loss,19.9801,
step,8600,loss,19.8816,
step,8700,loss,20.2147,
step,8800,loss,21.054,
step,8900,loss,19.7003,
step,9000,loss,19.168,
step,9100,loss,20.1039,
step,9200,loss,19.936,
step,9300,loss,19.9683,
step,9400,loss,20.6013,
step,9500,loss,20.0716,
step,9600,loss,20.2996,
step,9700,loss,19.7351,
step,9800,loss,19.7154,
step,9900,loss,20.6321,
step,10000,loss,20.3853,
step,10100,loss,20.1262,
step,10200,loss,20.202,
step,10300,loss,19.7884,
step,10400,loss,19.7486,
step,10500,loss,19.344,
step,10600,loss,19.8031,
step,10700,loss,19.7184,
step,10800,loss,20.2022,
step,10900,loss,21.3967,
step,11000,loss,19.9028,
step,11100,loss,20.8028,
step,11200,loss,20.2382,
step,11300,loss,21.3198,
step,11400,loss,19.6395,
step,11500,loss,19.3626,
step,11600,loss,20.8485,
step,11700,loss,19.6468,
step,11800,loss,19.648,
step,11900,loss,20.1887,
step,12000,loss,19.9498,
step,12100,loss,19.376,
step,12200,loss,19.9917,
step,12300,loss,19.843,
step,12400,loss,20.1621,
step,12500,loss,20.9369,
step,12600,loss,20.5321,
step,12700,loss,19.7788,
step,12800,loss,20.2808,
step,12900,loss,19.5146,
step,13000,loss,19.5806,
step,13100,loss,20.412,
step,13200,loss,20.3158,
step,13300,loss,19.9914,
step,13400,loss,20.4994,
step,13500,loss,20.0004,
step,13600,loss,19.8687,
step,13700,loss,19.9141,
step,13800,loss,19.7721,
step,13900,loss,19.9817,
step,14000,loss,19.6776,
step,14100,loss,20.4559,
step,14200,loss,19.9988,
step,14300,loss,20.017,
step,14400,loss,20.2694,
step,14500,loss,19.9927,
step,14600,loss,20.8444,
step,14700,loss,20.0383,
step,14800,loss,19.5513,
step,14900,loss,19.5291,
step,15000,loss,20.224,
step,15100,loss,19.7936,
step,15200,loss,19.5989,
step,15300,loss,20.0433,
step,15400,loss,20.4257,
step,15500,loss,20.9886,
step,15600,loss,19.9731,
step,15700,loss,20.3629,
step,15800,loss,20.5719,
step,15900,loss,20.3917,
step,16000,loss,20.2061,
step,16100,loss,19.7081,
step,16200,loss,19.6072,
step,16300,loss,20.0265,
step,16400,loss,19.8095,
